original_code,original_name,translated_name,HCAT3_name,HCAT3_code
Miechunka,Miechunka,physalis,fresh_vegetables,3301070000
mieczyk,mieczyk,gladiolus,gladiolus_gladioli,3301082100
Mieszanka bobowato - gorczycowa,Mieszanka bobowato - gorczycowa,legume-mustard mixture,other_plants_harvested_green,3301099900
Mieszanka bobowato - słonecznikowa,Mieszanka bobowato - słonecznikowa,legume-sunflower mixture,other_plants_harvested_green,3301099900
Mieszanka bobowatych drobnonasiennych,Mieszanka bobowatych drobnonasiennych,small-seeded legume mixture,other_plants_harvested_green,3301099900
Mieszanka bobowatych ze zbożami na nasiona,Mieszanka bobowatych ze zbożami na nasiona,legume-cereal mixture for seed,other_plants_harvested_green,3301099900
Mieszanka bobowatych ze zbożami na zielonkę,Mieszanka bobowatych ze zbożami na zielonkę,legume-cereal mixture for green fodder,other_plants_harvested_green,3301099900
mieszanka jednoroczna traw,mieszanka jednoroczna traw,annual grass mixture,temporary_grass,3301090100
mieszanka jednoroczna traw na zielony nawóz,mieszanka jednoroczna traw na zielony nawóz,annual grass mixture for green manure,temporary_grass,3301090100
mieszanka jednoroczna traw z bobowatymi drobnonasiennymi,mieszanka jednoroczna traw z bobowatymi drobnonasiennymi,annual grass-legume mixture,other_plants_harvested_green,3301099900
mieszanka jednoroczna traw z bobowatymi drobnonasiennymi na zielony nawóz,mieszanka jednoroczna traw z bobowatymi drobnonasiennymi na zielony nawóz,annual grass-legume mixture for green manure,other_plants_harvested_green,3301099900
mieszanka pszenicy orkisz materiał siewny,mieszanka pszenicy orkisz materiał siewny,spelt mixture for seed,spelt,3301011000
mieszanka strączkowa,mieszanka strączkowa,legume mixture,other_plants_harvested_green,3301099900
mieszanka strączkowo-gorczycowa,mieszanka strączkowo-gorczycowa,legume-mustard mixture,other_plants_harvested_green,3301099900
mieszanka strączkowo-słonecznikowa,mieszanka strączkowo-słonecznikowa,legume-sunflower mixture,other_plants_harvested_green,3301099900
mieszanka strączkowo-zbożowa,mieszanka strączkowo-zbożowa,legume-cereal mixture,other_plants_harvested_green,3301099900
mieszanka wieloletnia traw,mieszanka wieloletnia traw,perennial grass mixture,temporary_grass,3301090100
mieszanka wieloletnia traw na zielony nawóz,mieszanka wieloletnia traw na zielony nawóz,perennial grass mixture for green manure,temporary_grass,3301090100
mieszanka wieloletnia traw na zielony nawóz w roku następnym,mieszanka wieloletnia traw na zielony nawóz w roku następnym,perennial grass mixture for green manure in the following year,temporary_grass,3301090100
mieszanka wieloletnia traw z bobowatymi drobnonasiennymi,mieszanka wieloletnia traw z bobowatymi drobnonasiennymi,perennial grass-legume mixture,other_plants_harvested_green,3301099900
mieszanka wieloletnia traw z bobowatymi drobnonasiennymi na zielony nawóz,mieszanka wieloletnia traw z bobowatymi drobnonasiennymi na zielony nawóz,perennial grass-legume mixture for green manure,other_plants_harvested_green,3301099900
mieszanka wieloletnia traw z bobowatymi drobnonasiennymi na zielony nawóz w roku następnym,mieszanka wieloletnia traw z bobowatymi drobnonasiennymi na zielony nawóz w roku następnym,perennial grass-legume mixture for green manure in the following year,other_plants_harvested_green,3301099900
mieszanka zbożowa,mieszanka zbożowa,cereal mixture,meslin,3301011100
Mieszanka zbożowa gatunków jarych,Mieszanka zbożowa gatunków jarych,mixture of spring cereals,spring_meslin,3301011102
Mieszanka zbożowa gatunków ozimych,Mieszanka zbożowa gatunków ozimych,mixture of winter cereals,winter_meslin,3301011101
mieszanka zbóż materiał siewny,mieszanka zbóż materiał siewny,cereal mixture for seed,meslin,3301011100
Mieszanka_1,Mieszanka_1,mixture 1,other_plants_harvested_green,3301099900
Mieszanka_10,Mieszanka_10,mixture 10,other_plants_harvested_green,3301099900
Mieszanka_11,Mieszanka_11,mixture 11,other_plants_harvested_green,3301099900
Mieszanka_12,Mieszanka_12,mixture 12,other_plants_harvested_green,3301099900
Mieszanka_13,Mieszanka_13,mixture 13,other_plants_harvested_green,3301099900
Mieszanka_14,Mieszanka_14,mixture 14,other_plants_harvested_green,3301099900
Mieszanka_15,Mieszanka_15,mixture 15,other_plants_harvested_green,3301099900
Mieszanka_2,Mieszanka_2,mixture 2,other_plants_harvested_green,3301099900
Mieszanka_3,Mieszanka_3,mixture 3,other_plants_harvested_green,3301099900
Mieszanka_4,Mieszanka_4,mixture 4,other_plants_harvested_green,3301099900
Mieszanka_5,Mieszanka_5,mixture 5,other_plants_harvested_green,3301099900
Mieszanka_6,Mieszanka_6,mixture 6,other_plants_harvested_green,3301099900
Mieszanka_7,Mieszanka_7,mixture 7,other_plants_harvested_green,3301099900
Mieszanka_8,Mieszanka_8,mixture 8,other_plants_harvested_green,3301099900
Mieszanka_9,Mieszanka_9,mixture 9,other_plants_harvested_green,3301099900
Mieszanka_P_PAS,Mieszanka_P_PAS,mixture P_PAS,other_plants_harvested_green,3301099900
Mieszanka_P_STR,Mieszanka_P_STR,mixture P_STR,other_plants_harvested_green,3301099900
mieszanka_sad mieszany,mieszanka_sad mieszany,orchard,orchards_fruits,3303010000
mieszanka_Uprawa wielogatunkowa,mieszanka_Uprawa wielogatunkowa,multi-species mixture,other_plants_harvested_green,3301099900
mietlica biaława,mietlica biaława,bent grass,poaceae_grasses,3301090200
mietlica pospolita,mietlica pospolita,common bent,poaceae_grasses,3301090200
mietlica rozłogowa,mietlica rozłogowa,grasses,temporary_grass,3301090100
mikołajek płaskolistny,mikołajek płaskolistny,sea holly,other_flowers_ornamental_plants,3301089900
minikiwi,minikiwi,hardy kiwi,kiwi,3303010700
miodunka plamista,miodunka plamista,lungwort,other_flowers_ornamental_plants,3301089900
miskant olbrzymi,miskant olbrzymi,miscanthus,miscanthus_silvergrass,3301083000
mięta,mięta,mint,mints_peppermint,3301061222
mięta długolistna,mięta długolistna,mint,mints_peppermint,3301061222
mięta kędzierzawa,mięta kędzierzawa,mint,mints_peppermint,3301061222
mięta okrągłolistna,mięta okrągłolistna,mint,mints_peppermint,3301061222
mięta pieprzowa,mięta pieprzowa,mint,mints_peppermint,3301061222
mięta zielona,mięta zielona,mint,mints_peppermint,3301061222
miłorząb japoński,miłorząb japoński,ginkgo,other_permanent_crops_plantations,3303990000
mniszek lekarski,mniszek lekarski,dandelion,dandelions,3301081400
mniszek pospolity,mniszek pospolity,dandelion,dandelions,3301081400
morela,morela,apricot,apricots,3303010300
Morwa biała,Morwa biała,mulberry,unspecified_orchards_fruits,3303019800
mozga kanaryjska,mozga kanaryjska,canary grass,canary_seed_canaryseed,3301011400
mydlnica lekarska,mydlnica lekarska,soapwort,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
nagietek lekarski,nagietek lekarski,marigold,calendula_marigold,3301061210
naparstnica purpurowa,naparstnica purpurowa,foxglove,thimbles,3301084800
naparstnica wełnista,naparstnica wełnista,foxglove,thimbles,3301084800
narcyz,narcyz,daffodil,narcissus_daffodil,3301083300
nasturcja,nasturcja,nasturtium,nasturtiums,3301061224
nasturcja większa,nasturcja większa,nasturtium,nasturtiums,3301061224
nawłoć pospolita,nawłoć pospolita,goldenrod,goldenrod,3301082200
nektaryna,nektaryna,nectarine,nectarine,3303010900
niecierpek,niecierpek,balsam,other_flowers_ornamental_plants,3301089900
nostrzyk,nostrzyk,melilot,melilot,3301090304
nostrzyk biały,nostrzyk biały,melilot,melilot,3301090304
nostrzyk biały na nasiona,nostrzyk biały na nasiona,melilot for seed,melilot,3301090304
Nostrzyk biały na zielony nawóz,Nostrzyk biały na zielony nawóz,melilot for green manure,melilot,3301090304
nostrzyk biały uprawa dwuletnia,nostrzyk biały uprawa dwuletnia,melilot biennial,melilot,3301090304
nostrzyk biały uprawa roczna,nostrzyk biały uprawa roczna,melilot annual,melilot,3301090304
nostrzyk żółty (lekarski),nostrzyk żółty (lekarski),melilot,melilot,3301090304
nostrzyk żółty (lekarski) uprawa dwuletnia,nostrzyk żółty (lekarski) uprawa dwuletnia,melilot biennial,melilot,3301090304
nostrzyk żółty (lekarski) uprawa jednoroczna,nostrzyk żółty (lekarski) uprawa jednoroczna,melilot annual,melilot,3301090304
nostrzyk żółty (lekarski) uprawa wieloletnia,nostrzyk żółty (lekarski) uprawa wieloletnia,melilot perennial,melilot,3301090304
oberżyna (bakłażan),oberżyna (bakłażan),aubergine,aubergine_eggplant,3301260000
Ogródki bioróżnorodności,Ogródki bioróżnorodności,biodiversity gardens,not_known_and_other,3399000000
ogórecznik lekarski,ogórecznik lekarski,borage,borage,3301061209
ogórek,ogórek,cucumber,cucumber_pickle,3301140100
ogórek kiwano,ogórek kiwano,kiwano,melon,3301140300
olejarka abisyńska,olejarka abisyńska,niger seed,guizotia_abyssinica_nyger,3301060900
oman wielki,oman wielki,elecampane,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
oman łąkowy uprawa dwuletnia,oman łąkowy uprawa dwuletnia,elecampane biennial,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
oman łąkowy uprawa wieloletnia,oman łąkowy uprawa wieloletnia,elecampane perennial,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
OP (obszar przyrodniczy),OP (obszar przyrodniczy),natural area,not_known_and_other,3399000000
orlik pospolity,orlik pospolity,columbine,other_flowers_ornamental_plants,3301089900
orzech włoski,orzech włoski,walnut,walnuts,3303030600
Ostrogowiec,Ostrogowiec,red valerian,other_flowers_ornamental_plants,3301089900
ostropest plamisty,ostropest plamisty,milk thistle,marian_thistles,3301061300
Ostrożeń,Ostrożeń,thistle,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
ostrzeń pospolity,ostrzeń pospolity,hound's tongue,other_flowers_ornamental_plants,3301089900
Ostróżka,Ostróżka,larkspur,other_flowers_ornamental_plants,3301089900
owies bizantyjski,owies bizantyjski,oats,oats,3301010500
owies nagi,owies nagi,oats,oats,3301010500
owies siewny,owies siewny,oats,oats,3301010500
owies szorstki,owies szorstki,oats,oats,3301010500
owies zwyczajny,owies zwyczajny,oats,oats,3301010500
Owies zwyczajny forma ozima,Owies zwyczajny forma ozima,winter oats winter form,winter_oats,3301010501
papryka,papryka,pepper,bell_pepper_paprika,3301300100
Pas kwietny,Pas kwietny,flower strip,other_flowers_ornamental_plants,3301089900
pasternak zwyczajny,pasternak zwyczajny,parsnip,parsnips,3301290500
pasternak zwyczajny uprawa dwuletnia,pasternak zwyczajny uprawa dwuletnia,parsnip biennial,parsnips,3301290500
pastwisko przemienne,pastwisko przemienne,rotational pasture,temporary_grass,3301090100
patison,patison,pumpkin,pumpkin_squash_gourd,3301140400
Pelargonia,Pelargonia,geranium,other_flowers_ornamental_plants,3301089900
peluszka,peluszka,field pea,peas,3301020600
peluszka na zielony nawóz,peluszka na zielony nawóz,field pea for green manure,peas,3301020600
perko,perko,perko,other_plants_harvested_green,3301099900
perz właściwy,perz właściwy,couch grass,poaceae_grasses,3301090200
pieczarka,pieczarka,mushroom,other_mushrooms_energy_crops_genetically_modified_crops,3304990000
pieprzyca gruzowa,pieprzyca gruzowa,cress,cress,3301210300
pieprzyca siewna (rzeżucha ogrodowa),pieprzyca siewna (rzeżucha ogrodowa),cress,cress,3301210300
Pierwiosnek,Pierwiosnek,primrose,primrose,3301083500
pierwiosnka lekarska,pierwiosnka lekarska,primrose,primrose,3301083500
pietruszka,pietruszka,parsley,parsly,3301061227
pietruszka korzeniowa,pietruszka korzeniowa,parsley,parsly,3301061227
pietruszka naciowa,pietruszka naciowa,parsley,parsly,3301061227
pigwa pospolita,pigwa pospolita,quince,quinces,3303011500
pigwowiec japoński,pigwowiec japoński,flowering quince,chaenomeles_cathayensis,3303080200
pigwowiec okazały,pigwowiec okazały,flowering quince,chaenomeles_cathayensis,3303080200
pigwowiec pośredni,pigwowiec pośredni,flowering quince,chaenomeles_cathayensis,3303080200
piwonia,piwonia,peony,peony_peonies,3301083400
pięciornik kurze ziele,pięciornik kurze ziele,tormentil,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
plantacja wierzby energetycznej,plantacja wierzby energetycznej,energy willow plantation,willows_osiers,3306080000
podbiał pospolity,podbiał pospolity,coltsfoot,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
pokrzywa zwyczajna,pokrzywa zwyczajna,nettle,nettles,3301061225
pomidor,pomidor,tomato,tomato,3301280000
pomidor skórzasty,pomidor skórzasty,tomato,tomato,3301280000
por,por,leek,leek,3301220300
porzeczka,porzeczka,currant,currants,3303020600
poziomka,poziomka,wild strawberry,strawberries,3301130000
prawoślaz,prawoślaz,marshmallow,malva,3301082800
prawoślaz lekarski,prawoślaz lekarski,marshmallow,malva,3301082800
proso zwyczajne,proso zwyczajne,millet,millet_sorghum,3301010900
Przegorzan,Przegorzan,globe thistle,other_flowers_ornamental_plants,3301089900
przegorzan kulisty,przegorzan kulisty,globe thistle,other_flowers_ornamental_plants,3301089900
przelot pospolity,przelot pospolity,kidney vetch,unspecified_legumes_harvested_green,3301090398
przytulia biała,przytulia biała,bedstraw,galium_bedstraw,3301061217
przytulia właściwa,przytulia właściwa,bedstraw,galium_bedstraw,3301061217
pszczelnik,pszczelnik,moldavian dragonhead,moldavian_dragonhead,3301061223
pszczelnik mołdawski,pszczelnik mołdawski,moldavian dragonhead,moldavian_dragonhead,3301061223
pszenica orkisz jary,pszenica orkisz jary,spring spelt,spring_spelt,3301011002
pszenica orkisz ozimy,pszenica orkisz ozimy,winter spelt,winter_spelt,3301011001
pszenica płaskurka jara,pszenica płaskurka jara,spring emmer,spring_emmer,3301011202
pszenica płaskurka ozima,pszenica płaskurka ozima,winter emmer,winter_emmer,3301011201
pszenica samopsza jara,pszenica samopsza jara,spring einkorn,spring_einkorn,3301011302
pszenica samopsza ozima,pszenica samopsza ozima,winter einkorn,winter_einkorn,3301011301
Pszenica twarda jara,Pszenica twarda jara,spring durum wheat,spring_durum_hard_wheat,3301010202
Pszenica twarda ozima,Pszenica twarda ozima,winter durum wheat,winter_durum_hard_wheat,3301010201
pszenica zwyczajna jara,pszenica zwyczajna jara,spring wheat,spring_common_soft_wheat,3301010102
pszenica zwyczajna ozima,pszenica zwyczajna ozima,winter wheat,winter_common_soft_wheat,3301010101
pszenżyto jare,pszenżyto jare,spring triticale,spring_triticale,3301010802
pszenżyto ozime,pszenżyto ozime,winter triticale,winter_triticale,3301010801
pysznogłówka (monarda),pysznogłówka (monarda),bergamot (monarda),other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
rabarbar,rabarbar,rhubarb,rhubarb,3301230000
rabarbar ogrodowy,rabarbar ogrodowy,rhubarb,rhubarb,3301230000
rajgras wyniosły,rajgras wyniosły,tall oat-grass,poaceae_grasses,3301090200
rezeda wonna,rezeda wonna,mignonette,other_flowers_ornamental_plants,3301089900
robinia akacjowa,robinia akacjowa,black locust,other_permanent_crops_plantations,3303990000
rokietta siewna,rokietta siewna,rocket,rocket_arugula,3301310600
Rokitnik zwyczajny,Rokitnik zwyczajny,sea buckthorn,hippophae_sea_buckthorns_seaberry,3303020800
roszpunka warzywna,roszpunka warzywna,lamb's lettuce,lambs_lettuce_rapunzel,3301310500
rozchodnik amurski,rozchodnik amurski,stonecrop,stonecrop,3301084600
rozchodnik okazały,rozchodnik okazały,stonecrop,stonecrop,3301084600
rożniak przerośnięty,rożniak przerośnięty,cup plant,silphium_rosinweeds,3301084400
rożnik przerośnięty,rożnik przerośnięty,cup plant,silphium_rosinweeds,3301084400
rudbekia błyskotliwa,rudbekia błyskotliwa,coneflower,rudbeckia_coneflowers,3301083800
rukiew siewna,rukiew siewna,watercress,cress,3301210300
rumian polny,rumian polny,chamomile,chamomile,3301061213
rumian rzymski (szlachetny),rumian rzymski (szlachetny),chamomile,chamomile,3301061213
rumianek pospolity,rumianek pospolity,chamomile,chamomile,3301061213
ruta zwyczajna,ruta zwyczajna,rue,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
rutewka orlikolistna,rutewka orlikolistna,meadow-rue,other_flowers_ornamental_plants,3301089900
rutwica lekarska,rutwica lekarska,goat's rue,galega,3301081900
rutwica wschodnia,rutwica wschodnia,goat's rue,galega,3301081900
rzepa jadalna,rzepa jadalna,turnip,turnips,3301290800
rzepa pastewna,rzepa pastewna,turnip,turnips,3301290800
rzepa ścierniskowa,rzepa ścierniskowa,turnip,turnips,3301290800
rzepak jary,rzepak jary,spring rapeseed,spring_rapeseed_rape,3301060402
rzepak ozimy,rzepak ozimy,winter rapeseed,winter_rapeseed_rape,3301060401
rzepik,rzepik,turnip rape,rapeseed_rape,3301060400
rzepik ozimy,rzepik ozimy,winter turnip rape,winter_rapeseed_rape,3301060401
rzepik pospolity,rzepik pospolity,turnip rape,rapeseed_rape,3301060400
rzewień dłoniasty,rzewień dłoniasty,rhubarb,rhubarb,3301230000
rzeżucha łąkowa uprawa dwuletnia,rzeżucha łąkowa uprawa dwuletnia,cress biennial,cress,3301210300
rzodkiew,rzodkiew,radish,radish,3301290600
rzodkiew biała,rzodkiew biała,radish,radish,3301290600
rzodkiew czarna,rzodkiew czarna,radish,radish,3301290600
rzodkiew oleista,rzodkiew oleista,radish,radish,3301290600
rzodkiew oleista na materiał siewny,rzodkiew oleista na materiał siewny,radish for seed,radish,3301290600
rzodkiew oleista uprawa dwuletnia,rzodkiew oleista uprawa dwuletnia,radish biennial,radish,3301290600
"rzodkiew zwyczajna (w tym rzodkiew oleista, czarna, rzodkiewka)","rzodkiew zwyczajna (w tym rzodkiew oleista, czarna, rzodkiewka)",radish,radish,3301290600
rzodkiewka,rzodkiewka,radish,radish,3301290600
róża bezkolcowa,róża bezkolcowa,rose,roses,3301083700
róża dzika,róża dzika,rose,roses,3301083700
róża jabłkowata,róża jabłkowata,rose,roses,3301083700
róża pomarszczona,róża pomarszczona,rose,roses,3301083700
różeniec górski,różeniec górski,roseroot,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
Sad,Sad,orchard,orchards_fruits,3303010000
sadziec konopiasty,sadziec konopiasty,hemp-agrimony,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
sałata,sałata,lettuce,salads_lettuce_leaf_vegetables,3301310000
sałata głowiasta,sałata głowiasta,lettuce,salads_lettuce_leaf_vegetables,3301310000
sałata głowiasta krucha,sałata głowiasta krucha,lettuce,salads_lettuce_leaf_vegetables,3301310000
sałata głowiasta masłowa,sałata głowiasta masłowa,lettuce,salads_lettuce_leaf_vegetables,3301310000
sałata kędzierzawa,sałata kędzierzawa,lettuce,salads_lettuce_leaf_vegetables,3301310000
sałata listkowa (rozetowa),sałata listkowa (rozetowa),lettuce,salads_lettuce_leaf_vegetables,3301310000
sałata rzymska,sałata rzymska,lettuce,salads_lettuce_leaf_vegetables,3301310000
sałata zwyczajna,sałata zwyczajna,lettuce,salads_lettuce_leaf_vegetables,3301310000
sałata łodygowa (szparagowa),sałata łodygowa (szparagowa),lettuce,salads_lettuce_leaf_vegetables,3301310000
seler,seler,celeriac,celeriac,3301250100
seler korzeniowy,seler korzeniowy,celeriac,celeriac,3301250100
seler naciowy,seler naciowy,celery,leaf_celery,3301250200
seradela uprawna,seradela uprawna,serradella,serradella,3301084200
seradela uprawna na nasiona,seradela uprawna na nasiona,serradella for seed,serradella,3301084200
Seradela uprawna na zielony nawóz,Seradela uprawna na zielony nawóz,serradella for green manure,serradella,3301084200
serdecznik pospolity,serdecznik pospolity,motherwort,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
siedmiolatka,siedmiolatka,welsh onion,scallion,3301220500
skorzonera,skorzonera,scorzonera,salsify,3301084000
Skrzyp polny,Skrzyp polny,horsetail,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
smagliczka nadmorska,smagliczka nadmorska,sweet alyssum,other_flowers_ornamental_plants,3301089900
smółka pospolita,smółka pospolita,sticky catchfly,silene_catchfly,3301084300
soczewica jadalna (w tym z rośliną podporową),soczewica jadalna (w tym z rośliną podporową),lentil (incl. with support crop),lentils,3301020500
soja zwyczajna,soja zwyczajna,soybean,soy_soybeans,3301160000
Soja zwyczajna na zielony nawóz,Soja zwyczajna na zielony nawóz,soybean for green manure,soy_soybeans,3301160000
sorgo,sorgo,sorghum,millet_sorghum,3301010900
sorgo sułtańskie,sorgo sułtańskie,sorghum,millet_sorghum,3301010900
sorgo techniczne,sorgo techniczne,sorghum,millet_sorghum,3301010900
sparceta (esparceta) siewna,sparceta (esparceta) siewna,sainfoin,esparsette_onobrychis,3301020300
spartina preriowa,spartina preriowa,prairie cordgrass,poaceae_grasses,3301090200
Szafran (krokus),Szafran (krokus),saffron,saffron_crocus_sativus,3301061232
szalotka,szalotka,shallot,shallot,3301220600
szanta zwyczajna,szanta zwyczajna,horehound,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
szarłat,szarłat,amaranth,amaranth,3301150100
szarłat z wyjątkiem A. retroflexus,szarłat z wyjątkiem A. retroflexus,amaranth,amaranth,3301150100
szałwia,szałwia,sage,sage_chia,3301190000
szałwia lekarska,szałwia lekarska,sage,sage_chia,3301190000
szałwia łąkowa,szałwia łąkowa,sage,sage_chia,3301190000
szczaw polny,szczaw polny,sorrel,sorrel,3301310700
szczaw zwyczajny,szczaw zwyczajny,sorrel,sorrel,3301310700
Szczeć,Szczeć,teasel,other_flowers_ornamental_plants,3301089900
szczeć pospolita,szczeć pospolita,teasel,other_flowers_ornamental_plants,3301089900
szczodrak krokoszowy,szczodrak krokoszowy,maral root,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
szczypiorek,szczypiorek,chives,chives,3301220100
szkółki,szkółki,nurseries,nurseries_nursery,3303070000
szparag,szparag,asparagus,asparagus,3301200000
szparag lekarski,szparag lekarski,asparagus,asparagus,3301200000
szpinak nowozelandzki,szpinak nowozelandzki,spinach,spinach,3301310800
szpinak zwyczajny,szpinak zwyczajny,spinach,spinach,3301310800
słonecznik,słonecznik,sunflower,sunflower,3301060500
słonecznik oleisty,słonecznik oleisty,sunflower,sunflower,3301060500
słonecznik pastewny,słonecznik pastewny,sunflower,sunflower,3301060500
Słonecznik zwyczajny,Słonecznik zwyczajny,sunflower,sunflower,3301060500
tarczyca bajkalska,tarczyca bajkalska,skullcap,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
tasznik pospolity,tasznik pospolity,shepherd's purse,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
topinambur,topinambur,jerusalem artichoke,topinambur_jerusalem_artichoke,3301180000
trawa lub inne pastewne rośliny zielne,trawa lub inne pastewne rośliny zielne,grass or other herbaceous forage,temporary_grass,3301090100
trawa sudańska,trawa sudańska,sudan grass,millet_sorghum,3301010900
trawy jednoroczne na gruntach ornych,trawy jednoroczne na gruntach ornych,grasses on arable land,temporary_grass,3301090100
Trawy na gruntach ornych,Trawy na gruntach ornych,grasses on arable land,temporary_grass,3301090100
Trawy na ugorze,Trawy na ugorze,grasses on fallow land,fallow_land_not_crop,3301110000
trawy w siewie czystym z przeznaczeniem na materiał siewny,trawy w siewie czystym z przeznaczeniem na materiał siewny,grasses in pure stand for seed,temporary_grass,3301090100
trawy w siewie czystym z przeznaczeniem na materiał siewny uprawa roczna,trawy w siewie czystym z przeznaczeniem na materiał siewny uprawa roczna,"grasses in pure stand for seed, annual",temporary_grass,3301090100
trawy w siewie czystym z przeznaczeniem na materiał siewny uprawa wieloletnia,trawy w siewie czystym z przeznaczeniem na materiał siewny uprawa wieloletnia,"grasses in pure stand for seed, perennial",temporary_grass,3301090100
trawy w siewie czystym z przeznaczeniem na nasiona,trawy w siewie czystym z przeznaczeniem na nasiona,grasses in pure stand for seed,temporary_grass,3301090100
trawy wieloletnie na gruntach ornych,trawy wieloletnie na gruntach ornych,grasses on arable land,temporary_grass,3301090100
Trawy z TUZ na susz paszowy,Trawy z TUZ na susz paszowy,permanent grassland for dried fodder,pasture_meadow_grassland_grass,3302000000
Trojeść amerykańska,Trojeść amerykańska,milkweed,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
truskawka,truskawka,strawberry,strawberries,3301130000
trybula ogrodowa,trybula ogrodowa,chervil,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
Trytoma,Trytoma,red hot poker,other_flowers_ornamental_plants,3301089900
Trędownik bulwiasty,Trędownik bulwiasty,figwort,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
Tujałka,Tujałka,tujałka (not identified),not_known_and_other,3399000000
tulipan,tulipan,tulip,tulips,3301084900
Turówka leśna,Turówka leśna,southern sweet grass,poaceae_grasses,3301090200
Turówka wonna,Turówka wonna,sweet grass,poaceae_grasses,3301090200
TUZ,TUZ,permanent grassland,pasture_meadow_grassland_grass,3302000000
Tymianek pospolity (właściwy),Tymianek pospolity (właściwy),thyme,thyme,3301061237
tymianek właściwy,tymianek właściwy,thyme,thyme,3301061237
tymotka kolankowa,tymotka kolankowa,timothy,timothy,3301090209
tytoń,tytoń,tobacco,tobacco,3301060100
Ubiorek wiecznie zielony,Ubiorek wiecznie zielony,candytuft,other_flowers_ornamental_plants,3301089900
ugór,ugór,fallow,fallow_land_not_crop,3301110000
Ugór z roślinami miododajnymi,Ugór z roślinami miododajnymi,fallow with melliferous plants,fallow_land_not_crop,3301110000
Uprawa mieszana_,Uprawa mieszana_,mixed crop,other_plants_harvested_green,3301099900
Uprawa miododajna,Uprawa miododajna,melliferous crop,fallow_land_not_crop,3301110000
Uprawa SRL2327K na GO,Uprawa SRL2327K na GO,afforestation scheme SRL2327K on arable land,afforestation_reforestation,3306010000
Uprawa SRL2327K na TUZ,Uprawa SRL2327K na TUZ,afforestation scheme SRL2327K on permanent grassland,afforestation_reforestation,3306010000
werbena pospolita,werbena pospolita,vervain,other_flowers_ornamental_plants,3301089900
wiechlina zwyczajna,wiechlina zwyczajna,rough bluegrass,poaceae_grasses,3301090200
wiechlina łąkowa,wiechlina łąkowa,kentucky bluegrass,poaceae_grasses,3301090200
Wielosił błękitny,Wielosił błękitny,jacob's ladder,other_flowers_ornamental_plants,3301089900
wierzba purpurowa,wierzba purpurowa,willow,willows_osiers,3306080000
wierzba wiciowa,wierzba wiciowa,willow,willows_osiers,3306080000
wierzbownica drobnokwiatowa,wierzbownica drobnokwiatowa,willowherb,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
wierzbówka kiprzyca,wierzbówka kiprzyca,fireweed,other_flowers_ornamental_plants,3301089900
wiesiołek,wiesiołek,evening primrose,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
wiesiołek dwuletni uprawa dwuletnia,wiesiołek dwuletni uprawa dwuletnia,evening primrose biennial,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
wiesiołek dwuletni uprawa roczna,wiesiołek dwuletni uprawa roczna,evening primrose annual,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
wiesiołek dziwny uprawa dwuletnia,wiesiołek dziwny uprawa dwuletnia,evening primrose biennial,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
wiesiołek dziwny uprawa roczna,wiesiołek dziwny uprawa roczna,evening primrose annual,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
winorośl,winorośl,grapevine,vineyards_wine_vine_rebland_grapes,3303060000
wiązówka błotna,wiązówka błotna,meadowsweet,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
Wiśnia,Wiśnia,sour cherry,cherry_cherries,3303010400
wrotycz maruna,wrotycz maruna,dalmatian chrysanthemum,chrysanthemum,3301080900
wrotycz pospolity,wrotycz pospolity,dalmatian chrysanthemum,chrysanthemum,3301080900
wyczyniec łąkowy,wyczyniec łąkowy,meadow foxtail,poaceae_grasses,3301090200
wyka drobnokwiatowa,wyka drobnokwiatowa,vetch,vetches,3301090305
wyka kosmata,wyka kosmata,vetch,vetches,3301090305
