nuts,original_code,original_name,translated_name,hcat4_code,hcat4_name,usage_code,usage_name
iti1,661,COTOGNO,QUINCE,3330115000,quinces,0,No specified use
iti1,666,SEMINATIVI,ARABLE LAND,3310000000,arable_crops,0,No specified use
iti1,667,SALICE,WILLOW,3360800000,willows_osiers,0,No specified use
iti1,668,EUCALIPTO,EUCALYPTUS,3360500000,eucalyptus,0,No specified use
iti1,669,ROBINIA,ROBINIA,3369900000,other_tree_wood_forest,0,No specified use
iti1,675,SCAGLIOLA,CANARY GRASS,3320201100,canary_seed_canaryseed,0,No specified use
iti1,676,TRIFOGLIO (SP. TRIFOLIUM SQUARROSUM L.),CLOVER (SP. TRIFOLIUM SQUARROSUM L.),3310202030,clover,0,No specified use
iti1,679,FRUTTETI FAMILIARI,FAMILY ORCHARDS,3330199000,other_orchards_fruits,0,No specified use
iti1,680,SCALOGNO,SHALLOT,3310708060,shallot,0,No specified use
iti1,682,TEF o TEFF,TEFF,3310115000,teff,0,No specified use
iti1,684,SEGALA,RYE,3310103000,rye,0,No specified use
iti1,685,COLTIVAZIONI ARBOREE PROMISCUE (PIU' SPECIE ARBOREE),Mixed Tree Cultivations (Multiple Tree Species),3360000000,tree_wood_forest,0,No specified use
iti1,688,CACO MELA,Oriental PERSIMMON,3330199000,other_orchards_fruits,0,No specified use
iti1,69,PIOPPO,POPLAR,3360700000,populus,0,No specified use
iti1,692,SILENE o SIRENE o STRIGOLI,SILENE,3310843000,silene_catchfly,0,No specified use
iti1,7,ARALIA,ARALIA,3369900000,other_tree_wood_forest,0,No specified use
iti1,7001,Fabbricati,Buildings,3390000000,not_known_and_other,0,No specified use
iti1,710,PATATA,POTATO,3310300000,potatoes,0,No specified use
iti1,719,LUFFA,LUFFA,3310702990,other_cucurbits,0,No specified use
iti1,722,MISCUGLIO DI AZOTOFISSATRICI,Mixture of Nitrogen-Fixing Plants,3310201020,peanuts,11,Nitrogen fixing
iti1,732,SPIRULINA,SPIRULINA -cyanobacteria,3390000000,not_known_and_other,0,No specified use
iti1,734,FIORI EDULI,Edible Flowers,3310800000,flowers_ornamental_plants,0,No specified use
iti1,736,SILFIO (PIANTA DI COPPO)  Silphium perfoliatum,SILPHUM Silphium perfoliatum,3310844000,silphium_rosinweeds,0,No specified use
iti1,76,LUPPOLO,HOPS,3310602000,hops,0,No specified use
iti1,77,SENAPE,MUSTARD,3310707010,mustard,0,No specified use
iti1,770,USO NON AGRICOLO - AREE NON COLTIVABILI,NON-AGRICULTURAL USE - NON-CULTIVABLE AREAS,3390000000,not_known_and_other,0,No specified use
iti1,783,ALBERI IN FILARE,TREES IN ROWS,3360000000,tree_wood_forest,0,No specified use
iti1,784,"MACERI, STAGNI E LAGHETTI","Marshes, Ponds, and Small Lakes",3390000000,not_known_and_other,0,No specified use
iti1,785,GRUPPI DI ALBERI E BOSCHETTI,GROUPS OF TREE AND SMALL GROVES,3360000000,tree_wood_forest,0,No specified use
iti1,786,FOSSATI E CANALI,DITCHES AND CANALS,3390000000,not_known_and_other,0,No specified use
iti1,788,SIEPI E FASCE ALBERATE,HEDGES AND TREE-LINED STRIPS,3360000000,tree_wood_forest,0,No specified use
iti1,789,MARGINI DEI CAMPI,FIELD MARGINS,3390000000,not_known_and_other,0,No specified use
iti1,79,VECCE,Vetches,3310202050,vetches,0,No specified use
iti1,790,TERRAZZAMENTI,TERRACES,3390000000,not_known_and_other,0,No specified use
iti1,791,FASCE TAMPONE RIPARIALI,RIPARIAN BUFFER STRIPS,3390000000,not_known_and_other,0,No specified use
iti1,792,FASCE TAMPONE NON RIPARIALI,NON-RIPARIAN BUFFER STRIPS,3390000000,not_known_and_other,0,No specified use
iti1,793,ALBERI ISOLATI,TREES ISOLATED,3360000000,tree_wood_forest,0,No specified use
iti1,80,CRISANTEMO,CHRYSANTHEMUM,3310809000,chrysanthemum,0,No specified use
iti1,804,PESCO NETTARINA,PEACH TREE NECTARINE,3330109000,nectarine,0,No specified use
iti1,826,PINO DOMESTICO,DOMESTIC PINE,3360900000,conifers,0,No specified use
iti1,83,TOPINAMBUR,JERUSALEM ARTICHOKE,3310713000,artichoke,0,No specified use
iti1,831,ACTINIDIA (KIWI),ACTINIDIA (KIWI),3330107000,kiwi,0,No specified use
iti1,842,RICINO,Castor oil,3330806000,ricinus_castor,8,Oil
iti1,862,FIENO GRECO,FENUGREEK,3310201060,fenugreek,0,No specified use
iti1,88,VIGNA CINESE,Cowpea,3310201010,beans,0,No specified use
iti1,89,PATATA AMERICANA (BATATA),Sweet potato,3310400000,sweet_potatoes,0,No specified use
iti1,899,PRATO PASCOLO,PASTURE,3320100000,permanent_grassland,3,Fodder/Forage
iti1,902,ASPARAGO,ASPARAGUS,3310706000,asparagus,0,No specified use
iti1,903,BASILICO,BASIL,3310612070,basil,0,No specified use
iti1,909,CARCIOFO,ARTICHOKE,3310713000,artichoke,0,No specified use
iti1,910,CARDI,carduus (plumeless thistles),3310612400,marian_thistles,0,No specified use
iti1,917,CETRIOLO,Cucumber,3310702010,cucumber_pickle,0,No specified use
iti1,919,CICORIA,CHICORY,3310717010,chicory_chicories,0,No specified use
iti1,92,LILIUM,LILY,3310825000,lilies,0,No specified use
iti1,921,CIPOLLA ANCHE DI TIPO LUNGO (echalion),Scallion,3310708050,scallion,0,No specified use
iti1,924,COCOMERO,WATERMELON,3310702050,watermelon,0,No specified use
iti1,926,FINOCCHIO,FENNEL,3310704000,fennel,0,No specified use
iti1,927,FRAGOLA,STRAWBERRY,3310701000,strawberries,0,No specified use
iti1,932,PEPERONE,BELL PEPPER,3310716010,bell_pepper_paprika,0,No specified use
iti1,933,PREZZEMOLO,PARSLEY,3310612270,parsley,0,No specified use
iti1,935,RADICCHIO,RADICCHIO,3310717990,other_salads_lettuce_leaf_vegetables,0,No specified use
iti1,936,RAVANELLO,RADISH,3310715040,radish,0,No specified use
iti1,939,SPINACIO,SPINACH,3310717070,spinach,0,No specified use
iti1,940,ZUCCA,PUMPKIN,3310702040,pumpkin_squash_gourd,0,No specified use
iti1,941,ZUCCHINO,COURGETTE,3310702060,zucchini_courgette,0,No specified use
iti1,942,ERBA CIPOLLINA,CHIVES,3310708010,chives,0,No specified use
iti1,950,PRUGNE,PLUMS,3330113000,plums,0,No specified use
iti1,951,TIMO,THYME,3310612370,thyme,0,No specified use
iti1,952,ZAFFERANO,SAFFRON,3310612320,saffron_crocus_sativus,0,No specified use
iti1,954,CAVOLO RAPA,Kohlrabi,3310707100,kohlrabi,0,No specified use
iti1,956,SEDANO RAPA,CELERIAC,3310711010,celeriac,0,No specified use
iti1,961,MELISSA,LEMON BALM,3310612200,lemon_balm_melissa,0,No specified use
iti1,962,MENTA,MINT,3310612220,mints_peppermint,0,No specified use
iti1,963,ORIGANO,OREGANO,3310612260,oregano,0,No specified use
iti1,964,MAGGIORANA,MARJORAM,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,965,ROSMARINO,ROSEMARY,3310612300,rosemary,0,No specified use
iti1,966,SALVIA,SAGE,3310703040,sage_chia,0,No specified use
iti1,967,FRASSINO,ASH,3369900000,other_tree_wood_forest,0,No specified use
iti1,968,CAPPERO,CAPER,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
iti1,969,AZZERUOLO,Hawthorn,3330803000,crataegus_hawthorn,0,No specified use
iti1,970,CAVOLO BROCCOLO,CABBAGE BROCCOLI,3310707030,broccoli,0,No specified use
iti1,971,ALCHECHENGI,Hozuki (similar to groundcherry but purely ornamental),3310899000,other_flowers_ornamental_plants,0,No specified use
iti1,972,BRASSICA CARINATA  (CAVOLO ABISSINO),BRASSICA CARINATA (Ethiopian Rape),3310707990,other_brassicaceae_cruciferae,0,No specified use
iti1,99,MARGHERITA,DAISY,3310813000,daisy_daisies,0,No specified use
iti1,998,CAMELINA o DORELLA  COLTIVATA,CAMELINA,3310615000,camelina,0,No specified use
iti1,,,,3390000000,not_known_and_other,0,No specified use
