original_code,original_name,translated_name,HCAT3_name,HCAT3_code,HCAT2_name,HCAT2_code
0250,muud liblikõielised (100% liblikõielisi),Other legumes (100%),unspecified_legumes_harvested_green,3301090398,legumes_dried_pulses_protein_crops,3301020000
0251,mitmeliigiline väike põld,Multi-species small field,kitchen_gardens,3301120000,kitchen_gardens,3301120000
0252,"kartul ""Jõgeva kollane""","Potato ""Jõgeva kollane""",potatoes,3301030000,potatoes,3301030000
0253,muu harilik sibul (söögisibul),Other common onion,onions,3301220400,onions,3301220400
0254,"kanep, Estica",Hemp Estica,hemp_cannabis,3301061000,hemp_cannabis,3301061000
0255,veiniviinamarjad (viinapuu),Wine grapes,vineyards_wine_vine_rebland_grapes,3303060000,vineyards_wine_vine_rebland_grapes,3303060000
0256,hapu kirsipuu,Sour cherry,cherry_cherries,3303010400,cherry_cherries,3303010400
0257,murelipuu,Morello cherry,cherry_cherries,3303010400,cherry_cherries,3303010400
0258,"tihashein, harilik",Timothy grass,poaceae_grasses,3301090200,pasture_meadow_grassland_grass,3302000000
0259,"ristik (vähemalt 80% ristikut, kuni 20% heintaimi), v.a punane, roosa ja valge ristik",Clover (at least 80% clover up to 20% grasses) excl. red alsike and white,clover,3301090303,clover,3301090303
0260,must leeder,Black elder,berries_berry_species,3303020000,berries_berry_species,3303020000
0261,"kanep, CFX-2",Hemp CFX-2,hemp_cannabis,3301061000,hemp_cannabis,3301061000
0262,"punane aruhein ""Jõgeva 70""","Red fescue ""Jõgeva 70""",poaceae_grasses,3301090200,pasture_meadow_grassland_grass,3302000000
0263,muu põldhernes tugikultuuriga (vähemalt 70% põldhernest),Other field pea with support crop (at least 70%),peas,3301020600,peas,3301020600
0264,"kartul ""Endla""","Potato ""Endla""",potatoes,3301030000,potatoes,3301030000
0265,"põldhernes ""Kirke"" tugikultuuriga (kuni 70% põldhernest ""Kirke"")","Field pea ""Kirke"" with support crop (up to 70%)",peas,3301020600,peas,3301020600
0266,muu kaalikas,Other rutabaga,swede_rutabaga,3301210500,swede_rutabaga,3301210500
0267,"talioder allakülviga, v.a liblikõieliste allakülviga",Winter barley undersown (excl. legumes),winter_barley,3301010401,winter_barley,3301010401
0268,"salvei, aed-",Garden sage,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299,aromatic_medicinal_culinary_plants_spices_herbs,3301061200
0269,lillede segu,Mixture of flowers,flowers_ornamental_plants,3301080000,flowers_ornamental_plants,3301080000
0270,"kanep, Loja",Hemp Loja,hemp_cannabis,3301061000,hemp_cannabis,3301061000
0271,"kaalikas ""Kohalik sinine""","Rutabaga ""Kohalik sinine""",swede_rutabaga,3301210500,swede_rutabaga,3301210500
0272,"sinerõigas, harilik",Common oil radish,radish,3301290600,radish,3301290600
0273,"harilik sibul ""Jõgeva 3""","Onion ""Jõgeva 3""",onions,3301220400,onions,3301220400
0274,"põldhernes ""Kirke"" tugikultuuriga (vähemalt 70% põldhernest ""Kirke"")","Field pea ""Kirke"" with support crop (at least 70%)",peas,3301020600,peas,3301020600
0275,maguslupiin,Sweet lupin,sweet_lupins,3301020700,legumes_dried_pulses_protein_crops,3301020000
0276,muu söödapeet,Other fodder beet,mangelwurzel_fodder_beet,3301290400,mangelwurzel_fodder_beet,3301290400
0277,"suvitritikale allakülviga, v.a liblikõieliste allakülviga",Spring triticale undersown (excl. legumes),spring_triticale,3301010802,spring_triticale,3301010802
0278,punane peakapsas,Red head cabbage,brassica_oleracea_cabbage,3301210200,brassica_oleracea_cabbage,3301210200
0279,"aas-rebasesaba ""Haljas""","Meadow foxtail ""Haljas""",poaceae_grasses,3301090200,pasture_meadow_grassland_grass,3302000000
0280,"harilik esparsett (vähemalt 80% esparsetti, kuni 20% heintaimi)",Common sainfoin (at least 80% sainfoin up to 20% grasses),onobrychis_sainfoins,3301061600,onobrychis_sainfoins,3301061600
0281,"mädarõigas, aed-",Garden horseradish,horseradish,3301210400,horseradish,3301210400
0282,lehtpeet,Leaf beet (chard),beetroot_beets,3301290200,beetroot_beets,3301290200
0283,"kartul ""Väike verev""","Potato ""Väike verev""",potatoes,3301030000,potatoes,3301030000
0284,kiulina,Fibre flax,flax_linen,3301060701,flax_linen,3301060701
0285,toompihlakas,Serviceberry (Amelanchier),berries_berry_species,3303020000,berries_berry_species,3303020000
0286,"kanep, Bialobrzeskie",Hemp Bialobrzeskie,hemp_cannabis,3301061000,hemp_cannabis,3301061000
0287,"nõges, kõrve-",Stinging nettle,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299,aromatic_medicinal_culinary_plants_spices_herbs,3301061200
0288,"münt, vääris-",Apple mint,mints_peppermint,3301061222,mints_peppermint,3301061222
0289,"monarda, sidrun-",Lemon beebalm,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299,aromatic_medicinal_culinary_plants_spices_herbs,3301061200
0290,"münt, rohe-",Spearmint,mints_peppermint,3301061222,mints_peppermint,3301061222
0291,sojauba,Soybean,soy_soybeans,3301160000,legumes_dried_pulses_protein_crops,3301020000
0292,"harakputk, aed-",Garden chervil,chervil,3301061214,chervil,3301061214
0293,harilik lutsern (100% lutsern),Alfalfa (100% alfalfa),alfalfa_lucerne,3301090301,alfalfa_lucerne,3301090301
0294,"harilik nõiahammas (vähemalt 80% nõiahammast, kuni 20% heintaimi)",Birdsfoot trefoil (at least 80%),lotus,3301082600,lotus,3301082600
0295,hiina kapsas,Chinese cabbage,chinese_cabbage,3301210205,chinese_cabbage,3301210205
0296,"iisop, harilik",Hyssop,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
0297,"kanep, CRS-1",Hemp (CRS-1),hemp_cannabis,3301061000,hemp_cannabis,3301061000
0298,"kanep, Earlina 8 FC",Hemp (Earlina 8 FC),hemp_cannabis,3301061000,hemp_cannabis,3301061000
0299,"kanep, Fibror 79",Hemp (Fibror 79),hemp_cannabis,3301061000,hemp_cannabis,3301061000
0300,"kanep, Fiona",Hemp (Fiona),hemp_cannabis,3301061000,hemp_cannabis,3301061000
0301,"kanep, Futura 75",Hemp (Futura 75),hemp_cannabis,3301061000,hemp_cannabis,3301061000
0302,"kanep, Mara 21",Hemp (Mara 21),hemp_cannabis,3301061000,hemp_cannabis,3301061000
0303,"kanep, Santhica 27",Hemp (Santhica 27),hemp_cannabis,3301061000,hemp_cannabis,3301061000
0304,"kanep, Secuieni Jubileu",Hemp (Secuieni Jubileu),hemp_cannabis,3301061000,hemp_cannabis,3301061000
0305,kirsipuu (hapukirss),Sour cherry,cherry_cherries,3303010400,cherry_cherries,3303010400
0306,kreegipuu,Damson,plums,3303011300,plums,3303011300
0307,"kreegipuu, haraline ploomipuu (alõtša)","Damson, cherry plum",plums,3303011300,plums,3303011300
0308,"lambalääts, põld-",Lentil,lentils,3301020500,lentils,3301020500
0309,lauaviinamarjad,Table grapes,vineyards_wine_vine_rebland_grapes,3303060000,vineyards_wine_vine_rebland_grapes,3303060000
0310,moon (magun),Poppy,poppy,3301060600,poppy,3301060600
0311,mugulsibul,Shallot,shallot,3301220600,shallot,3301220600
0312,"mustköömen, aed-",Black cumin,black_cumin,3301061208,black_cumin,3301061208
0313,"mustköömen, türgi",Turkish black cumin,black_cumin,3301061208,black_cumin,3301061208
0314,"münt, pikaleheline",Long-leaved mint,mints_peppermint,3301061222,mints_peppermint,3301061222
0315,"neitsikummel, lõhnav",Scented mayweed,chamomile,3301061213,chamomile,3301061213
0316,nuikapsas,Kohlrabi,kohlrabi,3301210209,kohlrabi,3301210209
0317,punane ja valge sõstar,Red and white currant,currants,3303020600,currants,3303020600
0318,salat,Lettuce,salads_lettuce_leaf_vegetables,3301310000,salads_lettuce_leaf_vegetables,3301310000
0319,salatsigur,Chicory (salad),chicory_chicories,3301310200,chicory_chicories,3301310200
0320,seenekasvatus põllumajandusmaal,Mushroom growing on agricultural land,mushrooms_energy_genetically_modified_crops,3304000000,mushrooms_energy_genetically_modified_crops,3304000000
0321,"siilkübar, purpur-",Purple coneflower,echinacea_sun_hat,3301081500,echinacea_sun_hat,3301081500
0322,spinat,Spinach,spinach,3301310800,spinach,3301310800
0323,suhkrupeet,Sugar beet,sugar_beet,3301290700,sugar_beet,3301290700
0324,"suvirüps allakülviga, v.a liblikõieliste allakülviga","Spring turnip rape undersown, other than legumes",spring_rapeseed_rape,3301060402,spring_rapeseed_rape,3301060402
0325,suvitritikale liblikõeliste allakülviga,Spring triticale undersown with legumes,spring_triticale,3301010802,spring_triticale,3301010802
0326,söögipeet,Beetroot,beetroot_beets,3301290200,beetroot_beets,3301290200
0327,"südamerohi, veiste-",Motherwort,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
0328,taliraps liblikõielise allakülviga,Winter rapeseed undersown with legumes,winter_rapeseed_rape,3301060401,winter_rapeseed_rape,3301060401
0329,talisibul,Winter onion,onions,3301220400,onions,3301220400
0330,"tihashein, külgõieline",Sideflowering skullcap,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
0331,"tritikale allakülviga, v.a liblikõieliste allakülviga","Triticale undersown, other than legumes",triticale,3301010800,triticale,3301010800
0332,tritikale allakülvita,Triticale without undersowing,triticale,3301010800,triticale,3301010800
0333,tritikale liblikõieliste allakülviga,Triticale undersown with legumes,triticale,3301010800,triticale,3301010800
0334,veiniviinamarjad,Wine grapes,vineyards_wine_vine_rebland_grapes,3303060000,vineyards_wine_vine_rebland_grapes,3303060000
0335,"vägihein, kõrge",Great mullein,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299,other_aromatic_medicinal_culinary_plants_spices_herbs,3301061299
